Provider_CCN,is_matched_hospital,Entity_Name,State,Individuals_Affected,Breach_Year,Main_Breach_Type,Main_Location,Business_Associate_Involved
450419,True,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,TX,9922.0,2011,Theft,Other (Cloud/Portable Media),No
,False,BUSINESS EXPRESS,FL,2700.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,XFORIA WEB SERVICES,WV,3655.0,2011,Unauthorized Access/Disclosure,Network Server,Yes
,False,MOUNTAIN VISTA MEDICAL CENTER,AZ,2291.0,2011,Loss,Other (Cloud/Portable Media),No
,False,DEPARTAMENTO DE SALUD DE PUERTO RICO,Unknown,2621.0,2011,Loss,Other (Cloud/Portable Media),No
230053,True,HENRY FORD HOSPITAL,MI,2777.0,2011,Loss,Other (Cloud/Portable Media),No
,False,TRIWEST HEALTHCARE ALLIANCE CORP.,AZ,4500.0,2011,Unauthorized Access/Disclosure,Paper Records,Yes
,False,BLUE CROSS AND BLUE SHIELD OF FLORIDA,FL,7366.0,2011,Other/Unknown,Other (Cloud/Portable Media),No
,False,"UNIVERSITY HEALTH SERVICES, UNIVERSITY OF MASSACHUSETTS, AMHERST",MA,942.0,2011,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,"OMNICARE, INC",KY,8845.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"JEFFREY J. SMITH, MD",OK,600.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"COVENTRY HEALTH CARE, INC.",MD,765.0,2011,Unauthorized Access/Disclosure,Paper Records,Yes
450064,True,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TX,654.0,2011,Other/Unknown,Electronic Medical Record (EMR),No
,False,"RAPE & BROOKS ORTHODONTICS, P.C.",AL,20744.0,2011,Theft,Network Server,No
,False,NYU SCHOOL OF MEDICINE FACULTY GROUP PRACTICE,NY,670.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,COUNTY OF LOS ANGELES,CA,667.0,2011,Theft,Physical Device (Workstation/Laptop),No
050573,True,EISENHOWER MEDICAL CENTER,CA,514330.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,CLARKSBURG - LOUIS A. JOHNSON VA MEDICAL CENTER,WV,1470.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,TRISHA ELAINE CORDOVA,AK,1700.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,"PARK AVENUE OBSTETRICS & GYNECOLOGY, PC",AZ,635.0,2011,Theft,Other (Cloud/Portable Media),No
,False,"BRIAN J DANIELS D.D.S.,PAUL R DANIELS D.D.S.",AZ,10000.0,2011,Theft,Other (Cloud/Portable Media),No
070025,True,HARTFORD HOSPITAL,CT,93500.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,"PATIENT CARE SERVICES AT SAINT FRANCIS, INC.",OK,84000.0,2011,Theft,Network Server,No
,False,UNION SECURITY INSURANCE COMPANY,MO,935.0,2011,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,OKLAHOLMA STATE DEPT. OF HEALTH,OK,132940.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,AIKEN COMMUNITY BASED OUTPATIENT CLINIC,SC,2717.0,2011,Improper Disposal,Paper Records,No
,False,FAIRVIEW HEALTH SERVICES,MN,1215.0,2011,Loss,Paper Records,No
,False,SW GENERAL INC,AZ,566.0,2011,Theft,Paper Records,No
,False,IBM,NY,1900000.0,2011,Other/Unknown,Other (Cloud/Portable Media),Yes
,False,"HEALTHCARE SOLUTIONS TEAM, LLC",IL,675.0,2011,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,COMMUNITY ACTION PARTNERSHIP OF NATRONA COUNTY,WY,15000.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"KEITH & FISHER, DDS, PA",NC,6000.0,2011,Hacking/IT Incident,Network Server,No
,False,PHOENIX HEALTH PLAN,AZ,9393.0,2011,Hacking/IT Incident,Network Server,No
,False,MACNEAL HOSPITAL,IL,845.0,2011,Hacking/IT Incident,Network Server,No
,False,WEST LAKE HOSPITAL,IL,686.0,2011,Hacking/IT Incident,Network Server,No
,False,MACNEAL PHYSICIAN GROUP,IL,532.0,2011,Hacking/IT Incident,Network Server,No
,False,GENESIS CLINICAL LABORATORY,IL,1070.0,2011,Hacking/IT Incident,Network Server,No
360040,True,KNOX COMMUNITY HOSPITAL,OH,500.0,2011,Improper Disposal,Other (Cloud/Portable Media),No
301311,True,SPEARE MEMORIAL HOSPITAL,NH,5960.0,2011,Theft,Physical Device (Workstation/Laptop),No
450723,True,METHODIST CHARLTON MEDICAL CENTER,TX,1500.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,REID HOSPITAL & HEALTH CARE SERVICES,IN,22001.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,DRS EDALJI AND KOMER,MA,563.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,UNION SECURITY INSURANCE COMPANY,MO,850.0,2011,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
390173,True,INDIANA REGIONAL MEDICAL CENTER,PA,1388.0,2011,Theft,Paper Records,No
,False,PMC MEDICARE CHOICE,PR,24361.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"MMM HEALTHCARE, INC.",PR,32390.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,CVS CAREMARK,AZ,654.0,2011,Theft,Paper Records,No
,False,CENTER FOR ARTHRITIS & RHEUMATIC DISEASES,FL,8000.0,2011,Theft,Paper Records,No
,False,"ROBERT B. MILLER, MD",CA,620.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,ST. MARY'S HOSPITAL FOR CHILDREN,NY,550.0,2011,Theft,Paper Records,Yes
,False,IMAGING CENTER OF GARLAND,TX,1031.0,2011,Improper Disposal,Other (Cloud/Portable Media),No
,False,"CAHABA GOVERNMENT BENEFIT ADMINISTRATORS, LLC",AL,13412.0,2011,Unauthorized Access/Disclosure,Paper Records,Yes
,False,AGENT BENEFITS CORPORATION,MI,11387.0,2011,Hacking/IT Incident,Network Server,Yes
,False,VA CARIBBEAN HEALTHCARE SYSTEM,PR,6006.0,2011,Theft,Paper Records,No
,False,SPARTANBURG REGIONAL HEALTHCARE SYSTEM,SC,400000.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,SAINT JOSEPH - BEREA,KY,1986.0,2011,Theft,Other (Cloud/Portable Media),No
,False,NAVOS,WA,2700.0,2011,Other/Unknown,Paper Records,No
,False,LOWER UMPQUA HOSPITAL,OR,17000.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,"FOOTHILLS NEPHROLOGY, PC",SC,1280.0,2011,Theft,Other (Cloud/Portable Media),No
,False,"METROPOLITAN COMMUNITY HEALTH SERVICES, INC.",NC,1263.0,2011,Other/Unknown,Email,No
030073,True,TUBA CITY REGIONAL HEALTH CARE CORPORATION,AZ,2000.0,2011,Loss,Paper Records,No
,False,FIDELITY NATIONAL TECHNOLOGY IMAGING (FNTI),CA,1192.0,2011,Loss,Paper Records,Yes
,False,HEALTHCARE PARTNERS,CA,15677.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,NEW RIVER HEALTH ASSOCIATION,WV,950.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,"GENE S. J. LIAW, MD. PS",WA,1105.0,2011,Theft,Other (Cloud/Portable Media),No
,False,BLUE CROSS AND BLUE SHIELD OF FLORIDA,FL,3463.0,2011,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,"ADVANCED DIAGNOSTIC IMAGING, P.C.",TN,705.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"NOL, LLC D/B/A PREMIER RADIOLOGY",TN,810.0,2011,Theft,Physical Device (Workstation/Laptop),No
260141,True,UNIVERSITY OF MISSOURI HEALTH CARE,MO,1288.0,2011,Other/Unknown,Paper Records,No
,False,"AREA AGENCY ON AGING, OHIO DISTRICT 5",OH,78042.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,"GAIL GILLESPIE AND ASSOCIATES, LLC",LA,2000.0,2011,Theft,Network Server,No
,False,DEPARTMENT OF PERSONNEL AND ADMINISTRATION,CO,3589.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,HEALTH PLAN OF SAN MATEO,CA,694.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,YANEZ DENTAL CORPORATION,CA,10190.0,2011,Theft,Network Server,No
,False,THE MOUNT SINAI HOSPITAL,NY,712.0,2011,Theft,Physical Device (Workstation/Laptop),No
010126,True,TROY REGIONAL MEDICAL CENTER,AL,880.0,2011,Unauthorized Access/Disclosure,Paper Records,No
100022,True,JACKSON HEALTH SYSTEM,FL,1562.0,2011,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,LANSING COMMUNITY COLLEGE,MI,5000.0,2011,Hacking/IT Incident,Network Server,Yes
,False,DR AXEL VELEZ,PR,2800.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,MEMORIAL HEALTH SYSTEMS,CO,2300.0,2011,Unauthorized Access/Disclosure,Network Server,No
,False,"DEKALB MEDICAL CENTER, INC. D/B/A DEKALB MEDICAL HILLANDALE",GA,7500.0,2011,Theft,Paper Records,No
220086,True,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,2021.0,2011,Hacking/IT Incident,Network Server,No
,False,"ASSURECARE RISK MANAGEMENT, INC.",IL,25330.0,2011,Unauthorized Access/Disclosure,Network Server,Yes
,False,"ANDERSEN AIR FORCE BASE, GUAM",VA,700.0,2011,Improper Disposal,Paper Records,No
,False,"RXAMERICA, A SUBSIDIARY OF CVS CAREMARK",TX,4573.0,2011,Unauthorized Access/Disclosure,Paper Records,Yes
,False,WINDSOR HEALTH PLAN,TN,1378.0,2011,Unauthorized Access/Disclosure,Paper Records,Yes
,False,HEALTH CARE SERVICE CORPORATION,IL,501.0,2011,Theft,Paper Records,No
,False,UNIVERSITY OF KENTUCKY - UK HEALTHCARE,KY,3604.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"AUSTIN CENTER FOR THERAPY AND ASSESSMENT, LLC",TX,1870.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,MILLS-PENINSULA HEALTH SERVICES,CA,1500.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,TREATMENT SERVICES NORTHWEST,OR,1200.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,BRIGHAM AND WOMEN'S HOSPITAL AND FAULKNER HOSPITAL,MA,638.0,2011,Theft,Other (Cloud/Portable Media),No
,False,"ASHLEY INDUSTRIAL MOLDING, INC. EMPLOYEE WELFARE BENEFIT PLAN",IN,506.0,2011,Hacking/IT Incident,Network Server,Yes
,False,MED ASSETS,NJ,8795.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,WASHINGTON STATE DEPARTMENT OF SOCIAL AND HEALTH SERVICES,WA,3950.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,ACCUPRINT,PR,5848.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,THE NEUROLOGICAL INSTITUTE OF SAVANNAH & CENTER FOR SPINE,GA,63425.0,2011,Theft,Other (Cloud/Portable Media),No
,False,COLORADO DEPARTMENT OF HEALTH CARE POLICY AND FINANCING,CO,3589.0,2011,Loss,Other (Cloud/Portable Media),No
,False,TEXAS HEALTH PARTNERS,TX,10345.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,MEDASSETS,NJ,32008.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,CAPRON RESCUE SQUAD DISTRICT,IL,815.0,2011,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,LEXINGTON VAMC,KY,1432.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"SPAMED SOLUTIONS, LLC, EDWARD MCMENAMIN PRESIDENT,",NJ,3000.0,2011,Theft,Network Server,Yes
,False,"MULTI-SPECIALITY COLLECTION SERVICES, LLC",CA,19651.0,2011,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,"HEALTH RESEARCH INSTITUTE, INC., PFEIFFER TREATMENT CENTER",IL,2000.0,2011,Theft,Network Server,No
,False,NEA BAPTIST CLINIC,AR,3116.0,2011,Hacking/IT Incident,Network Server,No
,False,"MUIR ORTHOPAEDIC SPECIALISTS, A MEDICAL GROUP INC.",CA,1800.0,2011,Theft,Paper Records,No
,False,JONATHAN NOEL MD,IN,2059.0,2011,Theft,Other (Cloud/Portable Media),No
,False,TEXAS HEALTH AND HUMAN SERVICES COMMISSION,TX,1696.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,LIVING HEALTHY COMMUNITY CLINIC,WI,3000.0,2011,Hacking/IT Incident,Physical Device (Workstation/Laptop),Yes
,False,CENTRO DE ORTODONCIA INC.,PR,2000.0,2011,Theft,Paper Records,No
,False,"JOHN T. MELVIN, M.D.& ASSOCIATES",TX,2541.0,2011,Theft,Paper Records,No
,False,"DIVERSIFIED RESOURCES, INC.",GA,863.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,FREDA J BOWMAN  MD PA,TX,1300.0,2011,Hacking/IT Incident,Network Server,No
,False,VA GULF COAST VETERANS HEALTH CARE SYSTEM,MS,1797.0,2011,Theft,Paper Records,No
,False,"BONNEY LAKE MEDICAL CENTER AND MYTHILI R. RAMACHANDRAN, MD",WA,2367.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"BENEFITS ADMINISTRATION SERVICES, INC.",VA,4000.0,2011,Loss,Other (Cloud/Portable Media),Yes
,False,HEALTH TEXAS PROVIDER NETWORK,TX,1259.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"ALLONE HEALTH MANAGEMENT SOLUTIONS, INC.",PA,507.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,VA ILLIANA HEALTH CARE SYSTEM,IL,518.0,2011,Loss,Paper Records,No
,False,NYU HOSPITAL FOR JOINT DISEASES INVENTORY MANAGEMENT DEPARTMENT,NY,2600.0,2011,Theft,Paper Records,No
,False,FAIRVIEW HEALTH SERVICES,MN,14623.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,NORTH MEMORIAL HEALTH CARE,MN,9497.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"SUMMIT MEDICAL GROUP, PLLC",TN,731.0,2011,Theft,Paper Records,No
,False,FIRST PRIORITY LIFE INSURANCE COMPANY,PA,579.0,2011,Theft,Paper Records,Yes
,False,MAPFRE LIFE,PR,2209.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,HENRY FORD HEALTH SYSTEM,MI,520.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,FUTURITY FIRST INSURANCE GROUP,CT,1631.0,2011,Loss,Other (Cloud/Portable Media),Yes
150056,True,INDIANA UNIVERSITY,IN,3266.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,THE NEMOURS FOUNDATION,FL,1055489.0,2011,Loss,Other (Cloud/Portable Media),No
,False,"THOMAS J O'LAUGHLIN, MD",CA,700.0,2011,Theft,Paper Records,Yes
,False,"ADULT & PEDIATRIC DERMATOLOGY, PC",MA,2200.0,2011,Theft,Other (Cloud/Portable Media),No
,False,FUTURITY FIRST INSURANCE GROUP,CT,3994.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,LAHEY CLINIC,MA,599.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"INSTEP FOOT CLINIC, P.A.",MN,2600.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,FLORIDA HOSPITAL,FL,12784.0,2011,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,"THOMAS JEFFERSON UNIVERSITY HOSPITALS, INC.",PA,3150.0,2011,Theft,Other (Cloud/Portable Media),No
,False,LANKENAU MEDICAL CENTER,PA,500.0,2011,Theft,Other (Cloud/Portable Media),No
,False,MUTUAL OF OMAHA INSURANCE CO,NE,705.0,2011,Theft,Other (Cloud/Portable Media),No
,False,"SPECTRUM HEALTH SSYTEMS, INC.",MA,14750.0,2011,Theft,Physical Device (Workstation/Laptop),No
040029,True,CONWAY REGIONAL MEDICAL CENTER,AR,1472.0,2011,Loss,Other (Cloud/Portable Media),No
,False,"HITS SCANNING SOLUTIONS, INC.",MO,7059.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,STONE OAK URGENT CARE & FAMILY PRACTICE,TX,6672.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,"BREVARD EMERGENCY SERVICES, P.A.",FL,2200.0,2011,Theft,Paper Records,No
,False,INDIANA UNIVERSITY SCHOOL OF OPTOMETRY,IN,757.0,2011,Theft,Network Server,No
,False,MORRIS HEIGHTS HEALTH CENTER,NY,927.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,THRESHOLDS INC.,MI,1100.0,2011,Theft,Paper Records,Yes
,False,"PITNEY BOWES MANAGEMENT SERVICES, INC.",CT,1089.0,2011,Theft,Physical Device (Workstation/Laptop),Yes
,False,PREMIER IMAGING,NC,551.0,2011,Other/Unknown,Paper Records,No
,False,"JULIE A. KENNEDY, D.M.D., P.A.",FL,2900.0,2011,Theft,Network Server,No
,False,"KCI USA, INC.",TX,567.0,2011,Theft,Other (Cloud/Portable Media),No
,False,LEBANON INTERNAL MEDICINE ASSOCIATES,PA,55000.0,2011,Improper Disposal,Network Server,No
,False,ST. JOSEPH MEDICAL CENTER,MD,5000.0,2011,Theft,Paper Records,No
,False,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SA,VA,4900000.0,2011,Loss,Other (Cloud/Portable Media),Yes
,False,UCLA HEALTH SYSTEM,CA,2761.0,2011,Theft,Other (Cloud/Portable Media),No
,False,LOGAN COUNTY EMERGENY AMBULANCE SERVICE AUTHORITY,WV,12563.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC",NM,1537.0,2011,Theft,Paper Records,No
,False,"MID CONTINENT CREDIT SERVICES, INC.",KS,8275.0,2011,Theft,Other (Cloud/Portable Media),Yes
,False,DALLAS COUNTY HOSPITAL DISTRICT DBA PARKLAND HEALTH & HOSPITAL SYSTEM,TX,2464.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,SUTTER MEDICAL FOUNDATION,AL,943434.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,MEDCENTER ONE,ND,650.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,SITKA WELLNESS CENTER,AK,566.0,2011,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,UNIVERSITY OF KENTUCKY UK HEALTHCARE,KY,878.0,2011,Loss,Other (Cloud/Portable Media),No
,False,STATE OF TENNESSEE SPONSORED GROUP HEALTH PLAN,TN,1770.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,CLEVELAND CLINIC FLORIDA,FL,772.0,2011,Loss,Other (Cloud/Portable Media),No
,False,"JAY C. PLATT, DDS",IN,10705.0,2011,Theft,Other (Cloud/Portable Media),No
,False,CONTRA COSTA HEALTH SERVICES,CA,4700.0,2011,Unauthorized Access/Disclosure,Paper Records,No
,False,RITE AID CORPORATION,PA,2900.0,2011,Other/Unknown,Paper Records,No
,False,BLUE VANTAGE GROUP,NY,7226.0,2011,Unauthorized Access/Disclosure,Network Server,Yes
,False,NATION WISE MACHINE BUYERS,IL,2000.0,2011,Improper Disposal,Paper Records,Yes
,False,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,611.0,2011,Theft,Paper Records,No
,False,ROBERTS S. SMITH M.D. INC.,GA,17000.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"PAUL C. BROWN, MD, PS",WA,4693.0,2011,Theft,Other (Cloud/Portable Media),No
,False,MOLINA HEALTHCARE OF CALIFORNIA,CA,11081.0,2011,Other/Unknown,Paper Records,No
,False,AEGIS SCIENCES CORPORATION,TN,2185.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,"SOUNDPATH HEALTH, INC",WA,7581.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,CONCENTRA HEALTH,TX,870.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,SLEEP HEALTHCENTERS LLC,MA,2988.0,2011,Theft,Physical Device (Workstation/Laptop),No
,False,SMILE DESIGNS,FL,1670.0,2012,Theft,Network Server,No
,False,ALAMANCE CASWELL LOCAL MANAGEMENT ENTITY,NC,50000.0,2012,Unauthorized Access/Disclosure,Network Server,Yes
,False,"CARDIONET, INC",PA,1300.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,RIGHTNOW TECHNOLOGIES,MT,2700.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,"WAGEWORKS, INC.",CA,1700.0,2012,Other/Unknown,Paper Records,Yes
,False,FOUNDATION MEDICAL PARTNERS,NH,771.0,2012,Theft,Paper Records,No
,False,FOUNDATION MEDICAL PARTNERS,NH,771.0,2012,Unauthorized Access/Disclosure,Paper Records,No
,False,KANSAS DEPARTMENT ON AGING,KS,7757.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,DELTA DENTAL OF CALIFORNIA,CA,11646.0,2012,Other/Unknown,Paper Records,No
,False,MUSKOGEE REGIONAL MEDICAL CENTER,OK,844.0,2012,Loss,Other (Cloud/Portable Media),No
,False,"ACS, AFFILIATED COMPUTER SERVICES, INC., A XEROX COMPANY",VA,1444.0,2012,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"OLDENDORF MEDICAL SERVICES, PLLC",NY,549.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,ST.VINCENT PHYSICIAN NETWORK,IN,1423.0,2012,Theft,Paper Records,No
,False,FLEX PHYSICAL THERAPY,WA,3100.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,METRO COMMUNITY PROVIDER NETWORK,CO,3200.0,2012,Hacking/IT Incident,Email,No
,False,UNIVERSITY OF MIAMI,FL,1219.0,2012,Theft,Other (Cloud/Portable Media),No
,False,"TRIUMPH, LLC",NC,2000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,UNITEDHEALTH GROUP HEALTH PLAN SINGLE AFFILIATED COVERED ENTITY,MN,6678.0,2012,Other/Unknown,Paper Records,No
,False,ACCRETIVE HEALTH,IL,14000.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,LOMA LINDA UNIVERSITY MEDICAL CENTER (LLUMC),CA,1366.0,2012,Other/Unknown,Paper Records,No
,False,"AFFILIATED COMPUTER SERVICES, INC.  (ACS, INC.) A XEROX COMPANY",NJ,1700.0,2012,Other/Unknown,Other (Cloud/Portable Media),Yes
,False,"MEDCO HEALTH SOLUTIONS, INC.",NJ,1287.0,2012,Theft,Paper Records,No
,False,LAKEVIEW MEDICAL CENTER,WI,698.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"GOSHEN HEALTH SYSTEM, INC.",IN,660.0,2012,Hacking/IT Incident,Other (Cloud/Portable Media),No
,False,MOTION PICTURE INDUSTRY HEALTH PLANS (MPI),CA,703.0,2012,Theft,Other (Cloud/Portable Media),No
,False,ST. JOSEPH HEALTH SYSTEM,CA,12234.0,2012,Unauthorized Access/Disclosure,Network Server,No
,False,GEORGETOWN UNIVERSITY HOSPITAL,DC,1549.0,2012,Unauthorized Access/Disclosure,Paper Records,No
,False,DR. TRANDINH,OR,2300.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,OCHSNER HEALTH SYSTEM,LA,2088.0,2012,Loss,Other (Cloud/Portable Media),No
,False,"CARDIONET, INC.",PA,728.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"BETH BARRETT CONSULTING, LLC",NM,7000.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"CATALYST HEALTH SOLUTIONS, INC.",MD,632.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),Yes
,False,"T&P CONSULTING, INC. D/B/A QUANTUM",PR,7706.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,LEE MILLER REHABILITATION ASSOCIATES,MD,10480.0,2012,Theft,Network Server,No
,False,"JEREMAIH J. TWOMEY, F.A.C.P., P.A.",TX,2559.0,2012,Theft,Other (Cloud/Portable Media),Yes
,False,ANCHORAGE COMMUNITY MENTAL HEALTH SERVICES INC.,AK,2743.0,2012,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,ROBLEY REX VA MEDICAL CENTER,KY,1182.0,2012,Other/Unknown,Paper Records,No
,False,INDIANA INTERNAL MEDICINE CONSULTANTS,IN,20000.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,QUANTUM HEALTH CONSULTING,PR,4645.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
050315,True,KERN MEDICAL CENTER,CA,1431.0,2012,Theft,Paper Records,No
,False,"T & P CONSULTING, INC. D/B/A QUANTUM HEALTH CONSULTING",PR,10000.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"T&P CONSULTING, INC. D/B/A QUANTUM HEALTH CONSULTING",PR,27098.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,"WILLIAM F. DELUCA JR., M.D.",NY,577.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,QUANTUM HEALTH CONSULTING,PR,7923.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,ADVANCED CLINICAL RESEARCH INSTITUTE,CA,875.0,2012,Theft,Paper Records,No
,False,"T&P CONSULTING, INC DBA QUANTUM HC",PR,7606.0,2012,Theft,Physical Device (Workstation/Laptop),Yes
,False,GEORGIA HEALTH SCIENCES UNIVERSITY,GA,513.0,2012,Theft,Physical Device (Workstation/Laptop),No
,False,"BAYLOR HEART AND VASCULAR CENTER, LLP",TX,1972.0,2012,Theft,Other (Cloud/Portable Media),No
,False,DUKE UNIVERSITY HEALTH SYSTEM,NC,1370.0,2012,Unauthorized Access/Disclosure,Other (Cloud/Portable Media),No
,False,CHICAGO MUSCOSKELETAL INSTITUTE,IL,750.0,2012,Unauthorized Access/Disclosure,Network Server,No
,False,"CAREMARK PCS HEALTH, L.L.C. (FORMERLY KNOWN AS CAREMARK PCS HEALTH, L.P.)",IL,3482.0,2012,Other/Unknown,Paper Records,Yes
,False,ST. JOSEPH'S MEDICAL CENTER,CA,712.0,2012,Theft,Paper Records,No
,False,CENTERLIGHT HEALTHCARE,NY,642.0,2012,Unauthorized Access/Disclosure,Email,No
,False,LAKE GRANBURY MEDICL CETER,TX,502.0,2012,Theft,Paper Records,No
,False,COUNTY OF WAYNE DEPARTMENT OF PERSONNEL/HUMAN RESOURCES BENEFITS ADMINISTRATION DIVISION,MI,1229.0,2012,Unauthorized Access/Disclosure,Email,No
,False,ST. ELIZABETH'S MEDICAL CENTER,MA,6831.0,2012,Loss,Paper Records,No
,False,THE NEIGHBORHOOD CHRISTIAN CLINIC,AZ,9565.0,2012,Loss,Other (Cloud/Portable Media),No
,False,DAVID CHARLES RISH,CA,2000.0,2012,Theft,Other (Cloud/Portable Media),Yes
